,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Cluster
229,F,Si,28,Si,Funcionario,<10annos,Bajo,2,1996,Millennials,19509,Alicante,"1,305",30,0,411,3,0
230,F,Si,81,No,Servicios,+20annos,Alto,2,1943,Generacion Silenciosa,64200,Castellon,"1,697",30,0,428,3,2
231,F,No,25,No,Funcionario,<10annos,Bajo,4,1999,Generacion Z,30810,Granada,"2,927",30,0,343,"0,5",0
232,F,Si,74,Si,Servicios,+20annos,Alto,2,1950,Generacion X,32234,Guadalajara,"0,583",30,0,299,0,0
233,M,No,23,No,Funcionario,<10annos,Bajo,4,2001,Generacion Z,18209,Granada,"2,133",30,0,256,0,0
234,F,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,50413,Avila,"0,709",50,0,308,"0,5",4
235,M,No,31,No,Funcionario,<10annos,Bajo,4,1993,Millennials,18631,Salamanca,"1,698",30,1,126,0,0
236,F,No,35,No,Funcionario,10-20annos,Bajo,5,1989,Millennials,23024,Caceres,"1,077",30,0,99,0,0
237,F,No,36,Si,Servicios,10-20annos,Bajo,4,1988,Millennials,28874,Caceres,"1,307",30,1,127,0,0
238,F,Si,62,No,Servicios,+20annos,Alto,4,1962,Generacion X,60382,Malaga,"1,678",30,0,405,3,4
239,F,Si,58,Si,Artista,+20annos,Bajo,2,1966,Generacion X,41277,Castellon,"0,661",50,0,370,3,4
240,M,Si,63,No,Ejecutivo,+20annos,Alto,5,1961,Generacion X,83097,Burgos,"1,404",30,0,569,4,2
241,F,Si,65,Si,Artista,+20annos,Medio,3,1959,Generacion X,66869,Valladolid,"0,681",80,1,210,0,2
242,F,Si,28,Si,Funcionario,<10annos,Alto,4,1996,Millennials,31045,Albacete,"2,03",30,0,273,0,0
243,M,Si,65,Si,Artista,+20annos,Medio,6,1959,Generacion X,84463,Caceres,"1,6",30,0,284,0,1
244,F,Si,40,Si,Artista,10-20annos,Bajo,4,1984,Millennials,81229,Caceres,"1,169",30,0,150,0,2
245,M,Si,41,Si,Otros,10-20annos,Bajo,2,1983,Millennials,119717,Orense,"1,629",50,0,120,0,3
246,M,No,24,No,Medico,<10annos,Bajo,3,2000,Generacion Z,20248,Palencia,"13,395",30,0,430,3,0
247,M,Si,47,Si,Artista,+20annos,Bajo,2,1977,Generacion X,69591,Teruel,"1,424",50,0,87,0,2
248,M,Si,45,Si,Artista,+20annos,Bajo,2,1979,Generacion X,114565,Badajoz,"1,583",50,0,82,0,3
249,F,No,23,No,Ingeniero,<10annos,Bajo,5,2001,Generacion Z,14508,Segovia,"14,085",30,0,549,4,0
250,F,No,54,No,Ingeniero,+20annos,Bajo,1,1970,Generacion X,114342,Santa Cruz de Tenerife,"0,642",120,0,394,3,3
251,M,No,42,Si,Medico,+20annos,Bajo,1,1982,Millennials,41408,Guipuzcoa,"0,893",50,0,371,3,4
252,M,Si,52,No,Artista,+20annos,Medio,4,1972,Generacion X,89663,Avila,"1,619",30,0,359,"0,5",1
253,M,Si,77,Si,Servicios,+20annos,Alto,3,1947,Generacion X,123604,Zamora,"1,639",80,0,46,0,3
254,F,No,34,No,Ingeniero,10-20annos,Bajo,4,1990,Millennials,18455,Ceuta,"1,169",30,0,308,"0,5",0
255,F,Si,90,No,Servicios,+20annos,Medio,2,1934,Generacion Silenciosa,40760,Ciudad Real,"1,17",30,0,70,0,4
256,F,Si,56,No,Ejecutivo,+20annos,Bajo,1,1968,Generacion X,122968,Burgos,"1,228",120,0,335,"0,5",3
257,F,No,46,No,Construccion,+20annos,Bajo,1,1978,Generacion X,108670,Guadalajara,"1,443",120,1,281,0,3
258,M,No,42,Si,Artista,+20annos,Bajo,3,1982,Millennials,24978,Cuenca,"1,33",30,0,74,0,0
259,M,Si,20,No,Ejecutivo,<10annos,Alto,4,2004,Generacion Z,21453,Tarragona,"1,098",30,0,515,4,0
260,M,Si,55,Si,Artista,+20annos,Medio,3,1969,Generacion X,115574,Palencia,"0,603",80,0,251,0,3
261,F,No,51,Si,Medico,+20annos,Bajo,1,1973,Generacion X,51073,Valladolid,"1,502",50,0,253,0,4
262,F,Si,79,No,Servicios,+20annos,Alto,3,1945,Generacion Silenciosa,32554,Tarragona,"0,994",30,0,223,0,0
263,F,No,36,No,Ingeniero,10-20annos,Bajo,4,1988,Millennials,26531,La Coruña,"1,054",30,1,169,0,0
264,F,No,28,No,Construccion,<10annos,Bajo,7,1996,Millennials,30471,Sevilla,"2,306",30,1,162,0,0
265,F,Si,83,No,Otros,+20annos,Alto,2,1941,Generacion Silenciosa,51383,Vizcaya,"0,622",30,0,51,0,4
266,M,No,79,Si,Artista,+20annos,Bajo,1,1945,Generacion Silenciosa,59940,Salamanca,"0,994",50,0,52,0,4
267,F,Si,79,Si,Artista,+20annos,Medio,3,1945,Generacion Silenciosa,67348,Cadiz,"1,502",80,1,211,0,2
268,M,Si,40,Si,Otros,10-20annos,Bajo,6,1984,Millennials,56576,Lugo,"2,043",30,0,177,0,4
269,M,Si,44,Si,Artista,+20annos,Bajo,2,1980,Generacion X,55372,Jaen,"0,801",50,1,249,0,4
270,F,No,31,Si,Otros,<10annos,Bajo,4,1993,Millennials,31689,Cadiz,"2,02",30,0,511,4,0
271,F,No,31,Si,Medico,<10annos,Bajo,3,1993,Millennials,21001,Castellon,"1,56",30,1,194,0,0
273,M,Si,47,Si,Artista,+20annos,Bajo,2,1977,Generacion X,93570,Melilla,"1,385",50,0,350,"0,5",1
274,F,Si,39,Si,Artista,10-20annos,Medio,2,1985,Millennials,29143,Badajoz,"1,399",30,0,230,0,0
275,M,Si,72,Si,Servicios,+20annos,Alto,2,1952,Generacion X,49363,Soria,"1,463",50,1,288,0,4
276,M,Si,57,Si,Ejecutivo,+20annos,Alto,4,1967,Generacion X,81605,Jaen,"1,287",80,0,511,1,2
277,F,No,44,Si,Artista,+20annos,Bajo,1,1980,Generacion X,56875,Alicante,"1,307",50,0,151,0,4
278,F,Si,76,No,Ingeniero,+20annos,Bajo,3,1948,Generacion X,73565,Barcelona,"1,326",30,0,403,3,2
279,F,No,24,No,Funcionario,<10annos,Bajo,3,2000,Generacion Z,12875,Santa Cruz de Tenerife,"12,705",30,0,225,0,0
280,M,Si,52,Si,Ejecutivo,+20annos,Medio,4,1972,Generacion X,102945,Toledo,"0,876",80,0,247,0,1
281,M,Si,32,Si,Negocios/empresa,10-20annos,Alto,2,1992,Millennials,19708,Lugo,"1,698",30,1,117,0,0
282,M,Si,51,Si,Artista,+20annos,Medio,3,1973,Generacion X,27708,Albacete,"0,915",30,0,50,0,0
283,M,No,35,Si,Artista,10-20annos,Bajo,2,1989,Millennials,21909,Baleares,"1,652",30,0,38,0,0
284,F,No,42,Si,Funcionario,+20annos,Bajo,1,1982,Millennials,76047,Guadalajara,"1,399",50,0,512,1,2
285,M,Si,65,Si,Artista,+20annos,Bajo,1,1959,Generacion X,110421,Navarra,"1,639",50,0,439,1,3
286,F,No,29,Si,Otros,<10annos,Bajo,1,1995,Millennials,27554,Orense,"2,685",30,0,122,0,0
287,M,No,29,Si,Funcionario,<10annos,Bajo,2,1995,Millennials,27078,Guipuzcoa,"1,685",30,0,69,0,0
288,M,No,31,No,Negocios/empresa,<10annos,Bajo,1,1993,Millennials,21752,Cadiz,"0,939",30,0,498,3,0
289,F,Si,58,Si,Ingeniero,+20annos,Medio,3,1966,Generacion X,129871,LLeida,"1,228",80,0,188,0,3
291,M,No,30,No,Medico,<10annos,Bajo,3,1994,Millennials,19071,Almeria,"0,801",30,0,598,4,0
292,F,No,35,No,Artista,10-20annos,Bajo,8,1989,Millennials,23946,Almeria,"1,284",30,1,272,0,0
293,M,No,29,No,Ingeniero,<10annos,Bajo,4,1995,Millennials,26208,Alava,"11,325",30,1,276,0,0
294,F,No,34,No,Otros,10-20annos,Bajo,2,1990,Millennials,24267,Huelva,"0,686",30,1,183,0,0
295,M,Si,43,Si,Ejecutivo,+20annos,Alto,3,1981,Millennials,84366,Alicante,"1,606",30,0,199,0,1
296,F,Si,47,No,Ingeniero,+20annos,Bajo,3,1977,Generacion X,102063,Lugo,"15,215",30,0,39,0,1
297,M,Si,28,No,Medico,<10annos,Bajo,2,1996,Millennials,24575,Badajoz,"1,374",30,0,83,0,0
298,M,Si,44,Si,Artista,+20annos,Alto,3,1980,Generacion X,74758,Malaga,"1,054",30,0,170,0,2
299,F,Si,44,Si,Otros,+20annos,Medio,2,1980,Generacion X,111342,Valladolid,"1,514",50,0,347,"0,5",3
300,M,Si,69,Si,Otros,+20annos,Medio,3,1955,Generacion X,115079,Orense,"0,837",80,1,234,0,3
301,F,Si,30,Si,Funcionario,<10annos,Bajo,2,1994,Millennials,30022,Zaragoza,"1,077",30,0,274,0,0
302,M,No,30,Si,Funcionario,<10annos,Bajo,3,1994,Millennials,29916,Huelva,"1,951",30,0,470,3,0
303,F,No,21,No,Funcionario,<10annos,Bajo,2,2003,Generacion Z,15567,Barcelona,"1,995",30,0,254,0,0
304,F,Si,95,Si,Servicios,+20annos,Alto,2,1929,Generacion Silenciosa,37113,Guipuzcoa,"0,681",50,0,463,3,4
305,M,Si,45,Si,Negocios/empresa,+20annos,Alto,2,1979,Generacion X,82698,Santa Cruz de Tenerife,"1,813",50,0,380,1,2
306,F,Si,30,Si,Artista,<10annos,Medio,2,1994,Millennials,21265,Melilla,"1,169",30,0,500,0,0
307,F,Si,77,No,Medico,+20annos,Medio,2,1947,Generacion X,34240,Gerona,"0,915",30,1,136,0,0
308,F,Si,58,No,Ingeniero,+20annos,Medio,4,1966,Generacion X,33034,Santa Cruz de Tenerife,"0,681",30,0,464,3,0
309,F,Si,54,No,Ingeniero,+20annos,Medio,4,1970,Generacion X,78303,Badajoz,"1,482",30,0,67,0,2
310,M,Si,61,No,Ejecutivo,+20annos,Bajo,1,1963,Generacion X,27311,Guipuzcoa,"1,385",30,0,323,"0,5",0
312,M,Si,91,No,Servicios,+20annos,Bajo,1,1933,Generacion Silenciosa,33200,Navarra,"15,215",30,1,276,0,0
313,M,Si,47,No,Ejecutivo,+20annos,Alto,4,1977,Generacion X,124965,Orense,"1,6",200,0,210,0,3
314,M,Si,40,No,Medico,10-20annos,Bajo,3,1984,Millennials,30372,Cuenca,"0,801",30,0,289,0,0
315,M,Si,81,Si,Servicios,+20annos,Bajo,2,1943,Generacion Silenciosa,67552,Palencia,"0,955",50,1,324,"0,5",2
316,F,No,33,No,Construccion,10-20annos,Bajo,4,1991,Millennials,20283,Guipuzcoa,"1,399",30,1,356,"0,5",0
317,F,No,41,Si,Artista,10-20annos,Bajo,2,1983,Millennials,42918,Navarra,"1,054",50,0,428,3,4
318,F,No,24,No,Negocios/empresa,<10annos,Bajo,1,2000,Generacion Z,17004,Valencia,"1,65",30,1,376,3,0
319,M,No,21,No,Funcionario,<10annos,Bajo,4,2003,Generacion Z,22373,Cordoba,"1,685",30,1,314,"0,5",0
320,M,Si,77,Si,Ingeniero,+20annos,Alto,2,1947,Generacion X,79612,LLeida,"1,033",50,0,67,0,2
321,M,Si,98,Si,Servicios,+20annos,Bajo,1,1926,Generacion Silenciosa,32117,Murcia,"0,661",30,0,40,0,0
322,M,No,20,No,Funcionario,<10annos,Bajo,4,2004,Generacion Z,19878,Avila,"2,306",30,0,176,0,0
323,M,No,28,Si,Medico,<10annos,Bajo,1,1996,Millennials,25900,LLeida,"1,512",30,1,212,0,0
324,F,No,50,Si,Artista,+20annos,Bajo,1,1974,Generacion X,102534,Toledo,"1,502",50,0,256,0,1
325,F,No,39,Si,Artista,10-20annos,Bajo,1,1985,Millennials,18453,Murcia,"0,686",30,0,355,"0,5",0
326,F,Si,41,No,Ingeniero,10-20annos,Bajo,1,1983,Millennials,46573,Pontevedra,"1,905",30,0,116,0,4
327,F,Si,43,No,Ingeniero,+20annos,Medio,2,1981,Millennials,114028,Toledo,"1,491",120,0,555,4,3
328,F,No,35,Si,Funcionario,10-20annos,Bajo,5,1989,Millennials,20138,Huelva,"1,997",30,1,182,0,0
329,F,Si,68,Si,Artista,+20annos,Medio,3,1956,Generacion X,61611,Sevilla,"1,502",80,0,78,0,2
330,F,Si,64,Si,Ingeniero,+20annos,Medio,4,1960,Generacion X,37050,Burgos,"1,541",30,1,196,0,4
331,F,No,35,No,Ingeniero,10-20annos,Bajo,4,1989,Millennials,19290,Zaragoza,"2,066",30,1,225,0,0
332,M,No,28,No,Funcionario,<10annos,Bajo,5,1996,Millennials,27767,Guadalajara,"1,857",30,0,111,0,0
333,F,Si,62,Si,Artista,+20annos,Medio,4,1962,Generacion X,108609,Cordoba,"1,561",80,0,211,0,3
334,F,No,40,Si,Otros,10-20annos,Bajo,2,1984,Millennials,66164,Las Palmas,"1,422",50,0,190,0,2
335,F,No,33,No,Funcionario,10-20annos,Bajo,3,1991,Millennials,18858,Teruel,"1,905",30,0,86,0,0
336,M,No,21,No,Funcionario,<10annos,Bajo,5,2003,Generacion Z,21250,Leon,"1,547",30,0,486,3,0
337,M,No,30,Si,Funcionario,<10annos,Bajo,2,1994,Millennials,28178,Alava,"0,985",30,0,103,0,0
338,F,No,42,Si,Medico,+20annos,Bajo,1,1982,Millennials,49370,Valladolid,"2,02",50,1,100,0,4
339,M,Si,51,Si,Artista,+20annos,Medio,2,1973,Generacion X,29539,Soria,"1,013",30,1,314,"0,5",0
340,M,No,32,Si,Artista,10-20annos,Bajo,1,1992,Millennials,26497,Malaga,"0,824",30,0,412,3,0
341,M,Si,56,No,Otros,+20annos,Medio,4,1968,Generacion X,37594,Caceres,"1,678",30,0,147,0,4
342,M,Si,61,No,Artista,+20annos,Bajo,1,1963,Generacion X,21809,Zaragoza,"0,622",30,1,218,0,0
343,F,Si,76,Si,Ingeniero,+20annos,Bajo,1,1948,Generacion X,79990,Soria,"1,033",50,0,335,"0,5",2
344,F,No,29,No,Funcionario,<10annos,Bajo,8,1995,Millennials,23466,Valencia,"2,306",30,1,340,"0,5",0
345,F,Si,91,Si,Servicios,+20annos,Bajo,3,1933,Generacion Silenciosa,103546,Granada,"0,857",80,1,220,0,1
346,F,No,43,Si,Funcionario,+20annos,Bajo,1,1981,Millennials,33027,Badajoz,"0,87",30,0,110,0,0
347,M,Si,39,Si,Artista,10-20annos,Bajo,1,1985,Millennials,29435,Valencia,"0,801",30,0,97,0,0
348,M,Si,21,No,Negocios/empresa,<10annos,Alto,5,2003,Generacion Z,14959,LLeida,"1,236",30,0,449,3,0
349,F,Si,66,Si,Artista,+20annos,Alto,4,1958,Generacion X,80361,Granada,"0,896",80,1,237,0,2
350,M,Si,39,Si,Artista,10-20annos,Medio,4,1985,Millennials,26201,Melilla,"1,238",30,0,588,4,0
351,F,No,58,Si,Ingeniero,+20annos,Bajo,1,1966,Generacion X,64449,Tarragona,"0,779",50,0,171,0,2
352,F,Si,95,No,Servicios,+20annos,Bajo,1,1929,Generacion Silenciosa,44807,Pontevedra,"1,756",30,0,151,0,4
353,F,No,32,No,Funcionario,10-20annos,Bajo,3,1992,Millennials,31755,Ceuta,"1,836",30,1,136,0,0
354,F,No,29,No,Medico,<10annos,Bajo,1,1995,Millennials,22925,Almeria,"2,444",30,0,56,0,0
355,M,No,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,126948,Almeria,"1,353",50,1,150,0,3
356,F,No,24,No,Construccion,<10annos,Bajo,4,2000,Generacion Z,14795,Orense,"1,788",30,1,227,0,0
357,M,No,21,No,Negocios/empresa,<10annos,Bajo,5,2003,Generacion Z,22750,Jaen,"1,754",30,0,151,0,0
358,F,Si,22,Si,Servicios,<10annos,Medio,3,2002,Generacion Z,12854,Guadalajara,"2,271",30,0,133,0,0
359,M,No,47,Si,Funcionario,+20annos,Bajo,3,1977,Generacion X,88578,Cadiz,"1,639",80,0,73,0,1
360,F,No,46,Si,Artista,+20annos,Bajo,3,1978,Generacion X,46621,Vizcaya,"1,443",30,0,255,0,4
361,M,No,47,Si,Otros,+20annos,Bajo,2,1977,Generacion X,94822,Granada,"1,482",50,0,498,1,1
362,F,Si,55,Si,Ingeniero,+20annos,Alto,3,1969,Generacion X,79899,Vizcaya,"1,756",80,1,138,0,2
363,M,No,28,Si,Otros,<10annos,Bajo,2,1996,Millennials,20884,Toledo,"2,823",30,0,568,4,0
364,M,Si,67,No,Artista,+20annos,Alto,2,1957,Generacion X,29880,Las Palmas,"1,541",30,0,390,3,0
365,F,Si,31,Si,Funcionario,<10annos,Medio,2,1993,Millennials,30351,Sevilla,"1,307",30,1,198,0,0
366,M,No,42,Si,Artista,+20annos,Bajo,1,1982,Millennials,63425,Ciudad Real,"1,468",50,0,541,1,2
367,M,No,28,No,Ejecutivo,<10annos,Bajo,3,1996,Millennials,24078,La Rioja,"12,705",30,0,145,0,0
368,F,No,20,No,Funcionario,<10annos,Bajo,5,2004,Generacion Z,14074,Huelva,"3,03",30,0,118,0,0
369,M,Si,47,Si,Otros,+20annos,Medio,5,1977,Generacion X,127659,Zamora,"0,837",200,0,134,0,3
370,F,No,30,Si,Artista,<10annos,Bajo,1,1994,Millennials,31960,Baleares,"1,031",30,0,207,0,0
371,F,No,66,Si,Otros,+20annos,Bajo,2,1958,Generacion X,120691,Malaga,"1,658",50,0,358,"0,5",3
372,M,Si,83,Si,Servicios,+20annos,Bajo,1,1941,Generacion Silenciosa,38201,Lugo,"1,6",50,0,329,"0,5",4
373,F,No,34,No,Medico,10-20annos,Bajo,4,1990,Millennials,19790,Pontevedra,"1,491",30,0,504,4,0
374,M,No,25,No,Medico,<10annos,Bajo,4,1999,Generacion Z,19630,Cuenca,"0,995",30,1,132,0,0
375,M,No,40,Si,Artista,10-20annos,Bajo,1,1984,Millennials,41003,Jaen,"0,824",50,0,45,0,4
376,M,No,33,No,Medico,10-20annos,Bajo,1,1991,Millennials,18748,Cuenca,"0,893",30,1,177,0,0
377,M,Si,62,No,Artista,+20annos,Medio,2,1962,Generacion X,89101,Zamora,"0,818",120,0,348,"0,5",1
378,F,Si,57,Si,Artista,+20annos,Bajo,2,1967,Generacion X,67677,Palencia,"1,267",50,1,301,"0,5",2
379,M,Si,43,Si,Otros,+20annos,Bajo,1,1981,Millennials,103658,Sevilla,"0,962",50,0,32,0,1
380,F,No,39,No,Artista,10-20annos,Bajo,1,1985,Millennials,30379,Burgos,"1,882",30,0,198,0,0
381,M,Si,36,No,Ingeniero,10-20annos,Medio,2,1988,Millennials,25600,Alicante,"1,008",30,0,271,0,0
382,F,No,28,Si,Artista,<10annos,Bajo,6,1996,Millennials,28014,Malaga,"2,202",30,1,274,0,0
383,F,Si,30,Si,Artista,<10annos,Medio,2,1994,Millennials,26804,Tarragona,"0,663",30,1,393,3,0
384,M,Si,39,Si,Artista,10-20annos,Alto,3,1985,Millennials,30079,Malaga,"1,376",30,0,60,0,0
385,F,Si,45,Si,Artista,+20annos,Medio,2,1979,Generacion X,127853,La Coruña,"1,215",50,1,155,0,3
386,F,Si,54,Si,Artista,+20annos,Medio,3,1970,Generacion X,91418,Burgos,"15,215",80,1,368,3,1
387,F,Si,51,No,Artista,+20annos,Medio,2,1973,Generacion X,58505,Lugo,"0,622",30,0,143,0,4
388,F,No,34,No,Funcionario,10-20annos,Bajo,2,1990,Millennials,21815,La Rioja,"2,02",30,0,155,0,0
389,M,No,54,Si,Medico,+20annos,Bajo,1,1970,Generacion X,121883,Navarra,"1,052",50,1,237,0,3
390,F,No,29,Si,Artista,<10annos,Bajo,1,1995,Millennials,26554,Palencia,"2,582",30,0,405,3,0
391,M,Si,47,Si,Medico,+20annos,Alto,2,1977,Generacion X,49063,Toledo,"11,305",50,1,370,3,4
392,F,Si,33,Si,Artista,10-20annos,Bajo,4,1991,Millennials,22790,Almeria,"1,721",30,1,316,"0,5",0
393,F,Si,77,Si,Artista,+20annos,Medio,4,1947,Generacion X,98977,Leon,"0,994",80,0,521,4,1
394,F,No,31,Si,Artista,<10annos,Bajo,1,1993,Millennials,27627,Barcelona,"0,962",30,0,195,0,0
395,F,Si,98,No,Servicios,+20annos,Alto,1,1926,Generacion Silenciosa,66627,Ceuta,"1,267",30,1,392,3,2
396,F,Si,46,No,Construccion,+20annos,Alto,4,1978,Generacion X,93705,Zaragoza,"1,248",30,0,273,0,1
397,F,Si,41,Si,Otros,10-20annos,Medio,3,1983,Millennials,94044,Alava,"1,215",30,1,222,0,1
398,M,Si,32,No,Ejecutivo,10-20annos,Medio,3,1992,Millennials,22882,Las Palmas,"1,491",30,0,306,"0,5",0
399,F,Si,75,Si,Artista,+20annos,Alto,2,1949,Generacion X,60671,Ceuta,"0,798",50,1,197,0,2
400,F,No,28,No,Ingeniero,<10annos,Bajo,1,1996,Millennials,20804,Gerona,"14,085",30,1,235,0,0
401,M,No,32,No,Funcionario,10-20annos,Bajo,1,1992,Millennials,26703,Tarragona,"1,399",30,0,440,3,0
402,F,Si,53,Si,Medico,+20annos,Bajo,2,1971,Generacion X,117718,Huesca,"1,189",50,0,546,4,3
403,F,Si,56,Si,Medico,+20annos,Medio,3,1968,Generacion X,37893,Orense,"1,717",30,1,314,"0,5",4
404,F,Si,44,Si,Ingeniero,+20annos,Alto,5,1980,Generacion X,31950,Pontevedra,"1,399",30,0,134,0,0
405,M,Si,52,Si,Artista,+20annos,Medio,6,1972,Generacion X,115273,Lugo,"0,837",30,1,155,0,3
406,M,Si,43,Si,Ejecutivo,+20annos,Alto,3,1981,Millennials,94572,Salamanca,"1,606",30,0,175,0,1
407,M,Si,39,Si,Ejecutivo,10-20annos,Medio,4,1985,Millennials,19488,Navarra,"1,284",30,0,151,0,0
408,F,No,21,No,Funcionario,<10annos,Bajo,3,2003,Generacion Z,13058,Valladolid,"1,374",30,0,429,3,0
409,F,No,23,No,Funcionario,<10annos,Bajo,1,2001,Generacion Z,22851,Avila,"14,085",30,0,600,4,0
410,M,Si,51,Si,Otros,+20annos,Medio,3,1973,Generacion X,120010,Jaen,"1,404",80,0,521,4,3
411,M,Si,95,Si,Servicios,+20annos,Bajo,1,1929,Generacion Silenciosa,127275,Madrid,"1,737",50,0,495,1,3
412,M,Si,73,Si,Artista,+20annos,Alto,2,1951,Generacion X,32384,Guadalajara,"1,482",30,1,242,0,0
413,M,No,46,No,Negocios/empresa,+20annos,Bajo,5,1978,Generacion X,22725,Jaen,"0,974",30,0,253,0,0
414,F,Si,80,Si,Servicios,+20annos,Alto,2,1944,Generacion Silenciosa,124259,Teruel,"1,17",50,0,450,3,3
415,M,Si,79,No,Ingeniero,+20annos,Bajo,1,1945,Generacion Silenciosa,125455,Granada,"1,365",120,0,486,3,3
416,M,Si,58,Si,Artista,+20annos,Bajo,3,1966,Generacion X,36290,Ceuta,"0,935",30,0,600,4,0
417,F,Si,43,Si,Artista,+20annos,Medio,2,1981,Millennials,81576,Tarragona,"1,468",50,0,51,0,2
418,F,No,30,No,Construccion,<10annos,Bajo,1,1994,Millennials,22706,Teruel,"1,859",30,0,81,0,0
419,M,Si,69,No,Otros,+20annos,Medio,1,1955,Generacion X,73552,Las Palmas,"1,052",30,0,326,"0,5",2
420,F,No,25,No,Funcionario,<10annos,Bajo,3,1999,Generacion Z,19442,Soria,"3,065",30,0,508,4,0
421,F,No,33,Si,Otros,10-20annos,Bajo,4,1991,Millennials,29490,Baleares,"1,79",30,1,267,0,0
422,F,Si,43,Si,Artista,+20annos,Medio,2,1981,Millennials,75608,Zamora,"1,422",50,0,324,"0,5",2
423,M,Si,29,Si,Artista,<10annos,Medio,3,1995,Millennials,20364,Huesca,"2,271",30,0,508,4,0
424,F,Si,55,Si,Otros,+20annos,Bajo,3,1969,Generacion X,120220,Vizcaya,"1,697",80,0,291,0,3
425,F,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,31139,Castellon,"1,678",30,0,281,0,0
426,F,No,68,No,Otros,+20annos,Bajo,1,1956,Generacion X,91194,Jaen,"1,111",120,1,161,0,1
427,F,No,30,Si,Medico,<10annos,Bajo,3,1994,Millennials,23421,Madrid,"1,629",30,1,278,0,0
428,M,Si,63,Si,Otros,+20annos,Bajo,1,1961,Generacion X,121886,Badajoz,"1,482",50,0,145,0,3
429,F,Si,33,No,Ingeniero,10-20annos,Medio,7,1991,Millennials,22215,Sevilla,"1,33",30,0,397,3,0
430,M,No,35,No,Funcionario,10-20annos,Bajo,4,1989,Millennials,21518,Barcelona,"1,79",30,0,540,4,0
432,M,No,52,No,Artista,+20annos,Bajo,3,1972,Generacion X,22173,Ceuta,"0,935",30,0,111,0,0
433,F,No,35,Si,Artista,10-20annos,Bajo,4,1989,Millennials,23241,Caceres,"1,077",30,0,555,4,0
434,F,Si,35,No,Ingeniero,10-20annos,Bajo,3,1989,Millennials,31172,Madrid,"1,307",30,0,466,3,0
435,M,Si,74,Si,Medico,+20annos,Medio,4,1950,Generacion X,76151,Jaen,"1,228",80,0,468,3,2
436,F,Si,85,Si,Servicios,+20annos,Alto,2,1939,Generacion Silenciosa,126168,Almeria,"1,658",50,0,325,"0,5",3
437,M,Si,87,No,Servicios,+20annos,Medio,2,1937,Generacion Silenciosa,99976,Alicante,"1,619",120,0,599,4,1
438,M,No,34,No,Otros,10-20annos,Bajo,1,1990,Millennials,20764,Soria,"1,537",30,0,489,3,0
439,M,Si,46,Si,Artista,+20annos,Bajo,3,1978,Generacion X,27449,La Rioja,"1,658",30,1,322,"0,5",0
440,F,No,20,No,Servicios,<10annos,Bajo,6,2004,Generacion Z,20495,Ciudad Real,"2,823",30,0,471,3,0
441,M,Si,55,Si,Artista,+20annos,Medio,4,1969,Generacion X,29295,Lugo,"1,111",30,1,194,0,0
442,M,Si,78,Si,Artista,+20annos,Medio,5,1946,Generacion X,43261,Segovia,"1,17",30,0,198,0,4
443,F,Si,79,No,Servicios,+20annos,Bajo,3,1945,Generacion Silenciosa,24569,Almeria,"1,678",30,0,299,0,0
444,M,Si,52,Si,Artista,+20annos,Bajo,3,1972,Generacion X,36616,Cadiz,"0,974",30,1,349,"0,5",4
445,M,Si,50,Si,Artista,+20annos,Medio,2,1974,Generacion X,36771,Valencia,"0,955",50,0,216,0,4
446,F,No,44,No,Ingeniero,+20annos,Bajo,5,1980,Generacion X,102801,Leon,"1,123",30,1,235,0,1
447,F,No,40,Si,Ingeniero,10-20annos,Bajo,1,1984,Millennials,34665,Valencia,"1,307",30,1,189,0,0
448,F,No,46,Si,Artista,+20annos,Bajo,1,1978,Generacion X,63045,Avila,"0,779",50,0,289,0,2
449,M,No,33,No,Funcionario,10-20annos,Bajo,4,1991,Millennials,20360,Albacete,"0,985",30,1,160,0,0
450,F,No,32,Si,Funcionario,10-20annos,Bajo,4,1992,Millennials,27906,Malaga,"0,916",30,1,236,0,0
451,M,No,31,Si,Ingeniero,<10annos,Bajo,5,1993,Millennials,22200,Melilla,"2,066",30,0,87,0,0
453,M,Si,94,No,Servicios,+20annos,Bajo,1,1930,Generacion Silenciosa,87619,Jaen,"1,248",120,1,124,0,1
454,F,Si,44,Si,Artista,+20annos,Medio,2,1980,Generacion X,53091,Valladolid,"1,169",50,0,480,3,4
455,F,Si,57,Si,Artista,+20annos,Medio,2,1967,Generacion X,53769,Granada,"1,697",50,0,382,3,4
456,M,Si,52,Si,Artista,+20annos,Bajo,1,1972,Generacion X,82303,Salamanca,"1,326",50,0,402,1,2
457,M,No,29,No,Artista,<10annos,Bajo,6,1995,Millennials,25764,Palencia,"1,374",30,0,301,"0,5",0
458,F,No,61,Si,Negocios/empresa,+20annos,Bajo,1,1963,Generacion X,107371,Orense,"0,955",50,1,152,0,3
459,F,No,22,No,Medico,<10annos,Bajo,4,2002,Generacion Z,16536,Gerona,"2,961",30,1,151,0,0
