ID;Genero;Casado;Edad;Graduado;Profesion;Experiencia laboral;Gastoscore;Family_Size;anno_nacimiento;Generación ;Ingresos anuales brutos;Provincia;Digital_encuenta_index;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;camp_anno
CLI235;M;No;23;No;Funcionario;<10años;Bajo;4;2001;Millennial;18209;Granada;2133;30;0;256;
CLI236;F;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;50413;Ávila;709;50;0;308;0,5
CLI237;M;No;31;No;Funcionario;<10años;Bajo;4;1993;Millennial;18631;Salamanca;1698;30;1;126;
CLI238;F;No;35;No;Funcionario;10-20años;Bajo;5;1989;Millennial;23024;Cáceres;1077;30;0;99;
CLI239;F;No;36;Si;Servicios;10-20años;Bajo;4;1988;Millennial;28874;Cáceres;1307;30;1;127;
CLI240;F;Si;62;No;Servicios;+20años;Alto;4;1962;Baby Boomer;60382;Málaga;1678;30;0;405;3
CLI241;F;Si;58;Si;Artista;+20años;Bajo;2;1966;Generación X;41277;Castellón;6613;50;0;370;3
CLI242;M;Si;63;No;Ejecutivo;+20años;Alto;5;1961;Baby Boomer;83097;Burgos;1404;30;0;569;4
CLI243;F;Si;65;Si;Artista;+20años;Medio;3;1959;Baby Boomer;66869;Valladolid;68085;80;1;210;
CLI244;F;Si;28;Si;Funcionario;<10años;Alto;4;1996;Millennial;31045;Albacete;2030;30;0;273;
CLI245;M;Si;65;Si;Artista;+20años;Medio;6;1959;Baby Boomer;84463;Cáceres;1600;30;0;284;
CLI246;F;Si;40;Si;Artista;10-20años;Bajo;4;1984;Millennial;81229;Cáceres;1169;30;0;150;
CLI247;M;Si;41;Si;Otros;10-20años;Bajo;2;1983;Millennial;119717;Orense;1629;50;0;120;
CLI248;M;No;24;No;Médico;<10años;Bajo;3;2000;Millennial;20248;Palencia;13395;30;0;430;3
CLI249;M;Si;47;Si;Artista;+20años;Bajo;2;1977;Generación X;69591;Teruel;1424;50;0;87;
CLI250;M;Si;45;Si;Artista;+20años;Bajo;2;1979;Generación X;114565;Badajoz;1583;50;0;82;
CLI251;F;No;23;No;Ingeniero/Técnicos;<10años;Bajo;5;2001;Millennial;14508;Segovia;14085;30;0;549;4
CLI252;F;No;54;No;Ingeniero/Técnicos;+20años;Bajo;1;1970;Generación X;114342;Santa Cruz de Tenerife;64175;120;0;394;3
CLI253;M;No;42;Si;Médico;+20años;Bajo;1;1982;Millennial;41408;Guipúzcoa;893;50;0;371;3
CLI254;M;Si;52;No;Artista;+20años;Medio;4;1972;Generación X;89663;Ávila;1619;30;0;359;0,5
CLI255;M;Si;77;Si;Servicios;+20años;Alto;3;1947;Baby Boomer;123604;Zamora;1639;80;0;46;
CLI256;F;No;34;No;Ingeniero/Técnicos;10-20años;Bajo;4;1990;Millennial;18455;Ceuta;1169;30;0;308;0,5
CLI257;F;Si;90;No;Servicios;+20años;Medio;2;1934;Baby Boomer;40760;Ciudad Real;1170;30;0;70;
CLI258;F;Si;56;No;Ejecutivo;+20años;Bajo;1;1968;Generación X;122968;Burgos;1228;120;0;335;0,5
CLI259;F;No;46;No;Construcción;+20años;Bajo;1;1978;Generación X;108670;Guadalajara;1443;120;1;281;
CLI260;M;No;42;Si;Artista;+20años;Bajo;3;1982;Millennial;24978;Cuenca;133;30;0;74;
CLI261;M;Si;20;No;Ejecutivo;<10años;Alto;4;2004;Millennial;21453;Tarragona;1098;30;0;515;4
CLI262;M;Si;55;Si;Artista;+20años;Medio;3;1969;Generación X;115574;Palencia;60265;80;0;251;
CLI263;F;No;51;Si;Médico;+20años;Bajo;1;1973;Generación X;51073;Valladolid;1502;50;0;253;
CLI264;F;Si;79;No;Servicios;+20años;Alto;3;1945;Baby Boomer;32554;Tarragona;994;30;0;223;
CLI265;F;No;36;No;Ingeniero/Técnicos;10-20años;Bajo;4;1988;Millennial;26531;La Coruña;1054;30;1;169;
CLI266;F;No;28;No;Construcción;<10años;Bajo;7;1996;Millennial;30471;Sevilla;2306;30;1;162;
CLI267;F;Si;83;No;Otros;+20años;Alto;2;1941;Baby Boomer;51383;Vizcaya;6222;30;0;51;
CLI268;M;No;79;Si;Artista;+20años;Bajo;1;1945;Generación Silenciosa;59940;Salamanca;994;50;0;52;
CLI269;F;Si;79;Si;Artista;+20años;Medio;3;1945;Generación Silenciosa;67348;Cádiz;1502;80;1;211;
CLI270;M;Si;40;Si;Otros;10-20años;Bajo;6;1984;Millennial;56576;Lugo;2043;30;0;177;
CLI271;M;Si;44;Si;Artista;+20años;Bajo;2;1980;Generación X;55372;Jaén;801;50;1;249;
CLI272;F;No;31;Si;Otros;<10años;Bajo;4;1993;Millennial;31689;Cádiz;202;30;0;511;4
CLI273;F;No;31;Si;Médico;<10años;Bajo;3;1993;Millennial;21001;Castellón;156;30;1;194;
CLI274;M;;21;No;Otros;<10años;Alto;3;2003;Millennial;16263;Barcelona;1754;30;0;561;4
CLI275;M;Si;47;Si;Artista;+20años;Bajo;2;1977;Generación X;93570;Melilla;1385;50;0;350;0,5
CLI276;F;Si;39;Si;Artista;10-20años;Medio;2;1985;Millennial;29143;Badajoz;1399;30;0;230;
CLI277;M;Si;72;Si;Servicios;+20años;Alto;2;1952;Baby Boomer;49363;Soria;1463;50;1;288;
CLI278;M;Si;57;Si;Ejecutivo;+20años;Alto;4;1967;Generación X;81605;Jaén;1287;80;0;511;1
CLI279;F;No;44;Si;Artista;+20años;Bajo;1;1980;Generación X;56875;Alicante;1307;50;0;151;
CLI280;F;Si;76;No;Ingeniero/Técnicos;+20años;Bajo;3;1948;Baby Boomer;73565;Barcelona;1326;30;0;403;3
CLI281;F;No;24;No;Funcionario;<10años;Bajo;3;2000;Millennial;12875;Santa Cruz de Tenerife;12705;30;0;225;
CLI282;M;Si;52;Si;Ejecutivo;+20años;Medio;4;1972;Generación X;102945;Toledo;876;80;0;247;
CLI283;M;Si;32;Si;Negocios/empresa;10-20años;Alto;2;1992;Millennial;19708;Lugo;1698;30;1;117;
CLI284;M;Si;51;Si;Artista;+20años;Medio;3;1973;Generación X;27708;Albacete;915;30;0;50;
CLI285;M;No;35;Si;Artista;10-20años;Bajo;2;1989;Millennial;21909;Baleares;1652;30;0;38;
CLI286;F;No;42;Si;Funcionario;+20años;Bajo;1;1982;Millennial;76047;Guadalajara;1399;50;0;512;1
CLI287;M;Si;65;Si;Artista;+20años;Bajo;1;1959;Baby Boomer;110421;Navarra;1639;50;0;439;1
CLI288;F;No;29;Si;Otros;<10años;Bajo;1;1995;Millennial;27554;Orense;2685;30;0;122;
CLI289;M;No;29;Si;Funcionario;<10años;Bajo;2;1995;Millennial;27078;Guipúzcoa;1685;30;0;69;
CLI290;M;No;31;No;Negocios/empresa;<10años;Bajo;1;1993;Millennial;21752;Cádiz;939;30;0;498;3
CLI291;F;Si;58;Si;Ingeniero/Técnicos;+20años;Medio;3;1966;Generación X;129871;Lérida;1228;80;0;188;
CLI292;F;No;47;;Otros;+20años;Bajo;1;1977;Generación X;88700;Cuenca;1600;120;0;519;4
CLI293;M;No;30;No;Médico;<10años;Bajo;3;1994;Millennial;19071;Almería;801;30;0;598;4
CLI294;F;No;35;No;Artista;10-20años;Bajo;8;1989;Millennial;23946;Almería;1284;30;1;272;
CLI295;M;No;29;No;Ingeniero/Técnicos;<10años;Bajo;4;1995;Millennial;26208;Álava;11325;30;1;276;
CLI296;F;No;34;No;Otros;10-20años;Bajo;2;1990;Millennial;24267;Huelva;686;30;1;183;
CLI297;M;Si;43;Si;Ejecutivo;+20años;Alto;3;1981;Millennial;84366;Alicante;1606;30;0;199;
CLI298;F;Si;47;No;Ingeniero/Técnicos;+20años;Bajo;3;1977;Generación X;102063;Lugo;15215;30;0;39;
CLI299;M;Si;28;No;Médico;<10años;Bajo;2;1996;Millennial;24575;Badajoz;1374;30;0;83;
CLI300;M;Si;44;Si;Artista;+20años;Alto;3;1980;Generación X;74758;Málaga;1054;30;0;170;
CLI301;F;Si;44;Si;Otros;+20años;Medio;2;1980;Generación X;111342;Valladolid;1514;50;0;347;0,5
CLI302;M;Si;69;Si;Otros;+20años;Medio;3;1955;Baby Boomer;115079;Orense;83725;80;1;234;
CLI303;F;Si;30;Si;Funcionario;<10años;Bajo;2;1994;Millennial;30022;Zaragoza;1077;30;0;274;
CLI304;M;No;30;Si;Funcionario;<10años;Bajo;3;1994;Millennial;29916;Huelva;1951;30;0;470;3
CLI305;F;No;21;No;Funcionario;<10años;Bajo;2;2003;Millennial;15567;Barcelona;1995;30;0;254;
CLI306;F;Si;95;Si;Servicios;+20años;Alto;2;1929;Baby Boomer;37113;Guipúzcoa;68085;50;0;463;3
CLI307;M;Si;45;Si;Negocios/empresa;+20años;Alto;2;1979;Generación X;82698;Santa Cruz de Tenerife;1813;50;0;380;1
CLI308;F;Si;30;Si;Artista;<10años;Medio;2;1994;Millennial;21265;Melilla;1169;30;0;500;
CLI309;F;Si;77;No;Médico;+20años;Medio;2;1947;Baby Boomer;34240;Gerona;915;30;1;136;
CLI310;F;Si;58;No;Ingeniero/Técnicos;+20años;Medio;4;1966;Generación X;33034;Santa Cruz de Tenerife;68085;30;0;464;3
CLI311;F;Si;54;No;Ingeniero/Técnicos;+20años;Medio;4;1970;Generación X;78303;Badajoz;1482;30;0;67;
CLI312;M;Si;61;No;Ejecutivo;+20años;Bajo;1;1963;Baby Boomer;27311;Guipúzcoa;1385;30;0;323;0,5
CLI313;F;;63;Si;Ingeniero/Técnicos;+20años;Medio;4;1961;Baby Boomer;107558;Palencia;71995;80;1;241;
CLI314;M;Si;91;No;Servicios;+20años;Bajo;1;1933;Baby Boomer;33200;Navarra;15215;30;1;276;
CLI315;M;Si;47;No;Ejecutivo;+20años;Alto;4;1977;Generación X;124965;Orense;1600;200;0;210;
CLI316;M;Si;40;No;Médico;10-20años;Bajo;3;1984;Millennial;30372;Cuenca;801;30;0;289;
CLI317;M;Si;81;Si;Servicios;+20años;Bajo;2;1943;Baby Boomer;67552;Palencia;955;50;1;324;0,5
CLI318;F;No;33;No;Construcción;10-20años;Bajo;4;1991;Millennial;20283;Guipúzcoa;1399;30;1;356;0,5
CLI319;F;No;41;Si;Artista;10-20años;Bajo;2;1983;Millennial;42918;Navarra;1054;50;0;428;3
CLI320;F;No;24;No;Negocios/empresa;<10años;Bajo;1;2000;Millennial;17004;Valencia;165;30;1;376;3
CLI321;M;No;21;No;Funcionario;<10años;Bajo;4;2003;Millennial;22373;Córdoba;1685;30;1;314;0,5
CLI322;M;Si;77;Si;Ingeniero/Técnicos;+20años;Alto;2;1947;Baby Boomer;79612;Lérida;1033;50;0;67;
CLI323;M;Si;98;Si;Servicios;+20años;Bajo;1;1926;Baby Boomer;32117;Murcia;6613;30;0;40;
CLI324;M;No;20;No;Funcionario;<10años;Bajo;4;2004;Millennial;19878;Ávila;2306;30;0;176;
CLI325;M;No;28;Si;Médico;<10años;Bajo;1;1996;Millennial;25900;Lérida;1512;30;1;212;
CLI326;F;No;50;Si;Artista;+20años;Bajo;1;1974;Generación X;102534;Toledo;1502;50;0;256;
CLI327;F;No;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;18453;Murcia;686;30;0;355;0,5
CLI328;F;Si;41;No;Ingeniero/Técnicos;10-20años;Bajo;1;1983;Millennial;46573;Pontevedra;1905;30;0;116;
CLI329;F;Si;43;No;Ingeniero/Técnicos;+20años;Medio;2;1981;Millennial;114028;Toledo;1491;120;0;555;4
CLI330;F;No;35;Si;Funcionario;10-20años;Bajo;5;1989;Millennial;20138;Huelva;1997;30;1;182;
CLI331;F;Si;68;Si;Artista;+20años;Medio;3;1956;Baby Boomer;61611;Sevilla;1502;80;0;78;
CLI332;F;Si;64;Si;Ingeniero/Técnicos;+20años;Medio;4;1960;Baby Boomer;37050;Burgos;1541;30;1;196;
CLI333;F;No;35;No;Ingeniero/Técnicos;10-20años;Bajo;4;1989;Millennial;19290;Zaragoza;2066;30;1;225;
CLI334;M;No;28;No;Funcionario;<10años;Bajo;5;1996;Millennial;27767;Guadalajara;1857;30;0;111;
CLI335;F;Si;62;Si;Artista;+20años;Medio;4;1962;Baby Boomer;108609;Córdoba;1561;80;0;211;
CLI336;F;No;40;Si;Otros;10-20años;Bajo;2;1984;Millennial;66164;Las Palmas;1422;50;0;190;
CLI337;F;No;33;No;Funcionario;10-20años;Bajo;3;1991;Millennial;18858;Teruel;1905;30;0;86;
CLI338;M;No;21;No;Funcionario;<10años;Bajo;5;2003;Millennial;21250;León;1547;30;0;486;3
CLI339;M;No;30;Si;Funcionario;<10años;Bajo;2;1994;Millennial;28178;Álava;985;30;0;103;
CLI340;F;No;42;Si;Médico;+20años;Bajo;1;1982;Millennial;49370;Valladolid;202;50;1;100;
CLI341;M;Si;51;Si;Artista;+20años;Medio;2;1973;Generación X;29539;Soria;1013;30;1;314;0,5
CLI342;M;No;32;Si;Artista;10-20años;Bajo;1;1992;Millennial;26497;Málaga;824;30;0;412;3
CLI343;M;Si;56;No;Otros;+20años;Medio;4;1968;Generación X;37594;Cáceres;1678;30;0;147;
CLI344;M;Si;61;No;Artista;+20años;Bajo;1;1963;Baby Boomer;21809;Zaragoza;6222;30;1;218;
CLI345;F;Si;76;Si;Ingeniero/Técnicos;+20años;Bajo;1;1948;Baby Boomer;79990;Soria;1033;50;0;335;0,5
CLI346;F;No;29;No;Funcionario;<10años;Bajo;8;1995;Millennial;23466;Valencia;2306;30;1;340;0,5
CLI347;F;Si;91;Si;Servicios;+20años;Bajo;3;1933;Baby Boomer;103546;Granada;857;80;1;220;
CLI348;F;No;43;Si;Funcionario;+20años;Bajo;1;1981;Millennial;33027;Badajoz;87;30;0;110;
CLI349;M;Si;39;Si;Artista;10-20años;Bajo;1;1985;Millennial;29435;Valencia;801;30;0;97;
CLI350;M;Si;21;No;Negocios/empresa;<10años;Alto;5;2003;Millennial;14959;Lérida;1236;30;0;449;3
CLI351;F;Si;66;Si;Artista;+20años;Alto;4;1958;Baby Boomer;80361;Granada;896;80;1;237;
CLI352;M;Si;39;Si;Artista;10-20años;Medio;4;1985;Millennial;26201;Melilla;1238;30;0;588;4
CLI353;F;No;58;Si;Ingeniero/Técnicos;+20años;Bajo;1;1966;Generación X;64449;Tarragona;7786;50;0;171;
CLI354;F;Si;95;No;Servicios;+20años;Bajo;1;1929;Baby Boomer;44807;Pontevedra;1756;30;0;151;
CLI355;F;No;32;No;Funcionario;10-20años;Bajo;3;1992;Millennial;31755;Ceuta;1836;30;1;136;
CLI356;F;No;29;No;Médico;<10años;Bajo;1;1995;Millennial;22925;Almería;2444;30;0;56;
CLI357;M;No;40;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;126948;Almería;1353;50;1;150;
CLI358;F;No;24;No;Construcción;<10años;Bajo;4;2000;Millennial;14795;Orense;1788;30;1;227;
CLI359;M;No;21;No;Negocios/empresa;<10años;Bajo;5;2003;Millennial;22750;Jaén;1754;30;0;151;
CLI360;F;Si;22;Si;Servicios;<10años;Medio;3;2002;Millennial;12854;Guadalajara;2271;30;0;133;
CLI361;M;No;47;Si;Funcionario;+20años;Bajo;3;1977;Generación X;88578;Cádiz;1639;80;0;73;
CLI362;F;No;46;Si;Artista;+20años;Bajo;3;1978;Generación X;46621;Vizcaya;1443;30;0;255;
CLI363;M;No;47;Si;Otros;+20años;Bajo;2;1977;Generación X;94822;Granada;1482;50;0;498;1
CLI364;F;Si;55;Si;Ingeniero/Técnicos;+20años;Alto;3;1969;Generación X;79899;Vizcaya;1756;80;1;138;
CLI365;M;No;28;Si;Otros;<10años;Bajo;2;1996;Millennial;20884;Toledo;2823;30;0;568;4
CLI366;M;Si;67;No;Artista;+20años;Alto;2;1957;Baby Boomer;29880;Las Palmas;1541;30;0;390;3
CLI367;F;Si;31;Si;Funcionario;<10años;Medio;2;1993;Millennial;30351;Sevilla;1307;30;1;198;
CLI368;M;No;42;Si;Artista;+20años;Bajo;1;1982;Millennial;63425;Ciudad Real;1468;50;0;541;1
CLI369;M;No;28;No;Ejecutivo;<10años;Bajo;3;1996;Millennial;24078;La Rioja;12705;30;0;145;
CLI370;F;No;20;No;Funcionario;<10años;Bajo;5;2004;Millennial;14074;Huelva;303;30;0;118;
CLI371;M;Si;47;Si;Otros;+20años;Medio;5;1977;Generación X;127659;Zamora;83725;200;0;134;
CLI372;F;No;30;Si;Artista;<10años;Bajo;1;1994;Millennial;31960;Baleares;1031;30;0;207;
CLI373;F;No;66;Si;Otros;+20años;Bajo;2;1958;Baby Boomer;120691;Málaga;1658;50;0;358;0,5
CLI374;M;Si;83;Si;Servicios;+20años;Bajo;1;1941;Baby Boomer;38201;Lugo;1600;50;0;329;0,5
CLI375;F;No;34;No;Médico;10-20años;Bajo;4;1990;Millennial;19790;Pontevedra;1491;30;0;504;4
CLI376;M;No;25;No;Médico;<10años;Bajo;4;1999;Millennial;19630;Cuenca;9945;30;1;132;
CLI377;M;No;40;Si;Artista;10-20años;Bajo;1;1984;Millennial;41003;Jaén;824;50;0;45;
CLI378;M;No;33;No;Médico;10-20años;Bajo;1;1991;Millennial;18748;Cuenca;893;30;1;177;
CLI379;M;Si;62;No;Artista;+20años;Medio;2;1962;Baby Boomer;89101;Zamora;8177;120;0;348;0,5
CLI380;F;Si;57;Si;Artista;+20años;Bajo;2;1967;Generación X;67677;Palencia;1267;50;1;301;0,5
CLI381;M;Si;43;Si;Otros;+20años;Bajo;1;1981;Millennial;103658;Sevilla;962;50;0;32;
CLI382;F;No;39;No;Artista;10-20años;Bajo;1;1985;Millennial;30379;Burgos;1882;30;0;198;
CLI383;M;Si;36;No;Ingeniero/Técnicos;10-20años;Medio;2;1988;Millennial;25600;Alicante;1008;30;0;271;
CLI384;F;No;28;Si;Artista;<10años;Bajo;6;1996;Millennial;28014;Málaga;2202;30;1;274;
CLI385;F;Si;30;Si;Artista;<10años;Medio;2;1994;Millennial;26804;Tarragona;663;30;1;393;3
CLI386;M;Si;39;Si;Artista;10-20años;Alto;3;1985;Millennial;30079;Málaga;1376;30;0;60;
CLI387;F;Si;45;Si;Artista;+20años;Medio;2;1979;Generación X;127853;La Coruña;1215;50;1;155;
CLI388;F;Si;54;Si;Artista;+20años;Medio;3;1970;Generación X;91418;Burgos;15215;80;1;368;3
CLI389;F;Si;51;No;Artista;+20años;Medio;2;1973;Generación X;58505;Lugo;6222;30;0;143;
CLI390;F;No;34;No;Funcionario;10-20años;Bajo;2;1990;Millennial;21815;La Rioja;202;30;0;155;
CLI391;M;No;54;Si;Médico;+20años;Bajo;1;1970;Generación X;121883;Navarra;1052;50;1;237;
CLI392;F;No;29;Si;Artista;<10años;Bajo;1;1995;Millennial;26554;Palencia;2582;30;0;405;3
CLI393;M;Si;47;Si;Médico;+20años;Alto;2;1977;Generación X;49063;Toledo;11305;50;1;370;3
CLI394;F;Si;33;Si;Artista;10-20años;Bajo;4;1991;Millennial;22790;Almería;1721;30;1;316;0,5
CLI395;F;Si;77;Si;Artista;+20años;Medio;4;1947;Baby Boomer;98977;León;994;80;0;521;4
CLI396;F;No;31;Si;Artista;<10años;Bajo;1;1993;Millennial;27627;Barcelona;962;30;0;195;
CLI397;F;Si;98;No;Servicios;+20años;Alto;1;1926;Baby Boomer;66627;Ceuta;1267;30;1;392;3
CLI398;F;Si;46;No;Construcción;+20años;Alto;4;1978;Generación X;93705;Zaragoza;1248;30;0;273;
CLI399;F;Si;41;Si;Otros;10-20años;Medio;3;1983;Millennial;94044;Álava;1215;30;1;222;
CLI400;M;Si;32;No;Ejecutivo;10-20años;Medio;3;1992;Millennial;22882;Las Palmas;1491;30;0;306;0,5
CLI401;F;Si;75;Si;Artista;+20años;Alto;2;1949;Baby Boomer;60671;Ceuta;79815;50;1;197;
CLI402;F;No;28;No;Ingeniero/Técnicos;<10años;Bajo;1;1996;Millennial;20804;Gerona;14085;30;1;235;
CLI403;M;No;32;No;Funcionario;10-20años;Bajo;1;1992;Millennial;26703;Tarragona;1399;30;0;440;3
CLI404;F;Si;53;Si;Médico;+20años;Bajo;2;1971;Generación X;117718;Huesca;1189;50;0;546;4
CLI405;F;Si;56;Si;Médico;+20años;Medio;3;1968;Generación X;37893;Orense;1717;30;1;314;0,5
CLI406;F;Si;44;Si;Ingeniero/Técnicos;+20años;Alto;5;1980;Generación X;31950;Pontevedra;1399;30;0;134;
CLI407;M;Si;52;Si;Artista;+20años;Medio;6;1972;Generación X;115273;Lugo;83725;30;1;155;
CLI408;M;Si;43;Si;Ejecutivo;+20años;Alto;3;1981;Millennial;94572;Salamanca;1606;30;0;175;
CLI409;M;Si;39;Si;Ejecutivo;10-20años;Medio;4;1985;Millennial;19488;Navarra;1284;30;0;151;
CLI410;F;No;21;No;Funcionario;<10años;Bajo;3;2003;Millennial;13058;Valladolid;1374;30;0;429;3
CLI411;F;No;23;No;Funcionario;<10años;Bajo;1;2001;Millennial;22851;Ávila;14085;30;0;600;4
CLI412;M;Si;51;Si;Otros;+20años;Medio;3;1973;Generación X;120010;Jaén;1404;80;0;521;4
CLI413;M;Si;95;Si;Servicios;+20años;Bajo;1;1929;Baby Boomer;127275;Madrid;1737;50;0;495;1
CLI414;M;Si;73;Si;Artista;+20años;Alto;2;1951;Generación Silenciosa;32384;Guadalajara;1482;30;1;242;
CLI415;M;No;46;No;Negocios/empresa;+20años;Bajo;5;1978;Generación X;22725;Jaén;974;30;0;253;
CLI416;F;Si;80;Si;Servicios;+20años;Alto;2;1944;Baby Boomer;124259;Teruel;1170;50;0;450;3
CLI417;M;Si;79;No;Ingeniero/Técnicos;+20años;Bajo;1;1945;Generación Silenciosa;125455;Granada;1365;120;0;486;3
CLI418;M;Si;58;Si;Artista;+20años;Bajo;3;1966;Generación X;36290;Ceuta;935;30;0;600;4
CLI419;F;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;81576;Tarragona;1468;50;0;51;
CLI420;F;No;30;No;Construcción;<10años;Bajo;1;1994;Millennial;22706;Teruel;1859;30;0;81;
CLI421;M;Si;69;No;Otros;+20años;Medio;1;1955;Baby Boomer;73552;Las Palmas;1052;30;0;326;0,5
CLI422;F;No;25;No;Funcionario;<10años;Bajo;3;1999;Millennial;19442;Soria;3065;30;0;508;4
CLI423;F;No;33;Si;Otros;10-20años;Bajo;4;1991;Millennial;29490;Baleares;179;30;1;267;
CLI424;F;Si;43;Si;Artista;+20años;Medio;2;1981;Millennial;75608;Zamora;1422;50;0;324;0,5
CLI425;M;Si;29;Si;Artista;<10años;Medio;3;1995;Millennial;20364;Huesca;2271;30;0;508;4
CLI426;F;Si;55;Si;Otros;+20años;Bajo;3;1969;Generación X;120220;Vizcaya;1697;80;0;291;
CLI427;F;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;31139;Castellón;1678;30;0;281;
CLI428;F;No;68;No;Otros;+20años;Bajo;1;1956;Baby Boomer;91194;Jaén;1111;120;1;161;
CLI429;F;No;30;Si;Médico;<10años;Bajo;3;1994;Millennial;23421;Madrid;1629;30;1;278;
CLI430;M;Si;63;Si;Otros;+20años;Bajo;1;1961;Baby Boomer;121886;Badajoz;1482;50;0;145;
CLI431;F;Si;33;No;Ingeniero/Técnicos;10-20años;Medio;7;1991;Millennial;22215;Sevilla;133;30;0;397;3
CLI432;M;No;35;No;Funcionario;10-20años;Bajo;4;1989;Millennial;21518;Barcelona;179;30;0;540;4
CLI433;M;No;20;;Ejecutivo;<10años;Bajo;5;2004;Millennial;17630;León;2754;30;0;465;3
CLI434;M;No;52;No;Artista;+20años;Bajo;3;1972;Generación X;22173;Ceuta;935;30;0;111;
CLI435;F;No;35;Si;Artista;10-20años;Bajo;4;1989;Millennial;23241;Cáceres;1077;30;0;555;4
CLI436;F;Si;35;No;Ingeniero/Técnicos;10-20años;Bajo;3;1989;Millennial;31172;Madrid;1307;30;0;466;3
CLI437;M;Si;74;Si;Médico;+20años;Medio;4;1950;Baby Boomer;76151;Jaén;1228;80;0;468;3
CLI438;F;Si;85;Si;Servicios;+20años;Alto;2;1939;Baby Boomer;126168;Almería;1658;50;0;325;0,5
CLI439;M;Si;87;No;Servicios;+20años;Medio;2;1937;Generación Silenciosa;99976;Alicante;1619;120;0;599;4
CLI440;M;No;34;No;Otros;10-20años;Bajo;1;1990;Millennial;20764;Soria;1537;30;0;489;3
CLI441;M;Si;46;Si;Artista;+20años;Bajo;3;1978;Generación X;27449;La Rioja;1658;30;1;322;0,5
CLI442;F;No;20;No;Servicios;<10años;Bajo;6;2004;Millennial;20495;Ciudad Real;2823;30;0;471;3
CLI443;M;Si;55;Si;Artista;+20años;Medio;4;1969;Generación X;29295;Lugo;1111;30;1;194;
CLI444;M;Si;78;Si;Artista;+20años;Medio;5;1946;Baby Boomer;43261;Segovia;1170;30;0;198;
CLI445;F;Si;79;No;Servicios;+20años;Bajo;3;1945;Baby Boomer;24569;Almería;1678;30;0;299;
CLI446;M;Si;52;Si;Artista;+20años;Bajo;3;1972;Generación X;36616;Cádiz;974;30;1;349;0,5
CLI447;M;Si;50;Si;Artista;+20años;Medio;2;1974;Generación X;36771;Valencia;955;50;0;216;
CLI448;F;No;44;No;Ingeniero/Técnicos;+20años;Bajo;5;1980;Generación X;102801;León;1123;30;1;235;
CLI449;F;No;40;Si;Ingeniero/Técnicos;10-20años;Bajo;1;1984;Millennial;34665;Valencia;1307;30;1;189;
CLI450;F;No;46;Si;Artista;+20años;Bajo;1;1978;Generación X;63045;Ávila;7786;50;0;289;
CLI451;M;No;33;No;Funcionario;10-20años;Bajo;4;1991;Millennial;20360;Albacete;985;30;1;160;
CLI452;F;No;32;Si;Funcionario;10-20años;Bajo;4;1992;Millennial;27906;Málaga;916;30;1;236;
CLI453;M;No;31;Si;Ingeniero/Técnicos;<10años;Bajo;5;1993;Millennial;22200;Melilla;2066;30;0;87;
CLI454;M;;24;No;Funcionario;<10años;Bajo;2;2000;Millennial;13250;Guipúzcoa;1547;30;0;111;
CLI455;M;Si;94;No;Servicios;+20años;Bajo;1;1930;Baby Boomer;87619;Jaén;1248;120;1;124;
CLI456;F;Si;44;Si;Artista;+20años;Medio;2;1980;Generación X;53091;Valladolid;1169;50;0;480;3
CLI457;F;Si;57;Si;Artista;+20años;Medio;2;1967;Generación X;53769;Granada;1697;50;0;382;3
CLI458;M;Si;52;Si;Artista;+20años;Bajo;1;1972;Generación X;82303;Salamanca;1326;50;0;402;1
CLI459;M;No;29;No;Artista;<10años;Bajo;6;1995;Millennial;25764;Palencia;1374;30;0;301;0,5
CLI460;F;No;61;Si;Negocios/empresa;+20años;Bajo;1;1963;Baby Boomer;107371;Orense;955;50;1;152;
CLI461;F;No;22;No;Médico;<10años;Bajo;4;2002;Millennial;16536;Gerona;2961;30;1;151;
CLI462;F;Si;96;Si;Servicios;+20años;Alto;2;1928;Baby Boomer;117837;Palencia;1326;50;0;192;
CLI463;M;No;31;No;Funcionario;<10años;Bajo;2;1993;Millennial;18208;Huesca;1077;30;0;64;
CLI464;M;No;42;No;Artista;+20años;Bajo;2;1982;Millennial;42889;Vizcaya;1261;30;1;293;
CLI465;M;Si;46;No;Otros;+20años;Bajo;2;1978;Generación X;60864;Alicante;1639;30;1;107;
CLI466;M;Si;46;No;Negocios/empresa;+20años;Alto;6;1978;Generación X;101456;Ávila;1717;30;0;457;3
CLI467;F;No;32;No;Ingeniero/Técnicos;10-20años;Bajo;4;1992;Millennial;24236;La Rioja;1422;30;0;593;4
CLI468;M;No;35;Si;Médico;10-20años;Bajo;4;1989;Millennial;29593;Cádiz;1353;30;0;509;4
CLI469;M;Si;42;No;Ejecutivo;+20años;Alto;5;1982;Millennial;29313;Gerona;1652;30;0;332;0,5
CLI470;F;Si;65;No;Artista;+20años;Alto;2;1959;Baby Boomer;114614;Guadalajara;1639;120;0;265;
